word,category,confidence,rationale
prolongs,cost,0.75,Related to time consumption and resource usage
rule,fairness,0.75,Related to standards and fair treatment
lifts,other,0.9,Physical action not specific to main categories
taking,other,0.95,General action verb not specific to any category
rigid,other,0.8,Descriptive term not specifically tied to main categories
response,other,0.85,Neutral term for reaction or reply
violation,fairness,0.85,Implies breaking rules or fairness principles
avoiding,other,0.8,Action of prevention not specific to main categories
y,other,0.99,Single letter with no specific meaning in any category
strongly,emotion,0.7,Often used to describe emotional intensity or conviction
deliberately,other,0.85,"Describes intentional action, not specific to main categories"
intensifies,emotion,0.8,Often used to describe increasing emotional strength
physical,other,0.9,"Relates to tangible or material aspects, not specific to main categories"
spike,cost,0.85,Often refers to sudden increases in resource usage or computational costs
reflects,other,0.9,"General verb for showing or considering, not specific to any category"
resolution,cost,0.8,Related to computational resources and problem-solving costs
autistic,fairness,0.85,Related to representation and inclusion of neurodivergent individuals
inequity,fairness,0.95,"Direct opposite of equity, clearly relates to fairness and justice"
cognitive,other,0.9,"Relates to mental processes, not specifically emotional or cost-related"
based,other,0.95,General term without specific category alignment
balance,fairness,0.9,"Appears in fairness seed list, relates to equitable distribution"
toward,other,0.95,Directional preposition without specific category alignment
physiological,other,0.9,"Relates to bodily functions, not specifically emotional or cost-related"
pragmatic,other,0.85,"Relates to practical approach, not specifically aligned with any category"
collective,fairness,0.75,Often associated with group fairness and inclusive decision-making
making,other,0.95,General verb without specific category alignment
correcting,other,0.85,General action verb not specific to any category
norms,fairness,0.8,Often related to social justice and fairness standards
tempers,emotion,0.85,Related to emotional regulation and mood
surge,cost,0.8,"Similar to spike, implies sudden resource or cost increase"
driven,other,0.9,General term without specific category alignment
perfectly,other,0.9,General adverb without specific category alignment
resolving,other,0.85,General problem-solving term not specific to any category
punitive,fairness,0.85,"Related to justice and consequences, often in fairness contexts"
monetary,cost,0.95,Directly related to financial costs and expenses
decisive,other,0.85,Related to decision-making but not specific to any category
responses,other,0.9,"General term for reactions or answers, not category specific"
expectations,other,0.8,"General term for anticipated outcomes, not category specific"
character,other,0.85,"General term for personality or nature, not category specific"
interpersonal,other,0.85,"Relates to relationships between people, not specific to any category"
prioritizing,cost,0.75,Often related to resource allocation and cost management
identity,fairness,0.85,Often associated with representation and diversity issues
grim,emotion,0.9,Describes a negative emotional state or mood
selfish,fairness,0.85,Relates to unfair behavior and lack of consideration for others
morally,fairness,0.9,Directly relates to justice and ethical considerations
rules,fairness,0.8,Connected to establishing fair and just guidelines
sparks,other,0.85,Generic action word without clear emotional/fairness/cost implications
triggering,emotion,0.95,Directly related to emotional reactions and responses
enforcement,fairness,0.85,Related to implementing rules and justice
selfishness,fairness,0.85,Relates to unfair behavior and lack of consideration for others
decreases,other,0.9,Neutral term indicating reduction without specific category alignment
resolves,other,0.8,Generic problem-solving term without specific category alignment
moderately,other,0.95,Neutral descriptor without specific category alignment
fury,emotion,0.95,Strong emotional state of anger
peak,other,0.85,Neutral term indicating maximum without specific category alignment
stings,emotion,0.85,Implies emotional pain or discomfort
deviation,other,0.8,Technical term without clear category alignment
neutral,other,0.9,Indicates lack of bias or emotion
observer,other,0.9,Neutral term for someone who watches
consequences,cost,0.85,Related to outcomes and potential negative impacts
clashes,fairness,0.75,Often implies conflicts between different interests or rights
brings,other,0.95,Generic action verb without specific category alignment
trigger,emotion,0.9,Related to emotional reactions and responses
cooperative,fairness,0.85,Implies fair and balanced interaction between parties
justified,fairness,0.9,Related to fairness and justice
psychological,emotion,0.8,Related to mental and emotional states
disgust,emotion,0.95,Direct emotional response of revulsion
unnecessary,cost,0.75,Often relates to waste of resources or effort
calmness,emotion,0.95,Emotional state of peace and tranquility
feelings,emotion,0.95,Directly related to emotional states
shifts,other,0.85,Generic term for change without specific category alignment
demand,cost,0.8,Often relates to resource requirements and burden
triggered,emotion,0.95,Directly related to emotional reactions and responses
resolved,other,0.85,"While it can imply completion or decision-making, it's primarily an action verb rather than emotion/fairness/cost"
surges,cost,0.75,Often relates to resource usage or price increases in context
shift,other,0.9,Neutral term indicating change or movement
given,other,0.95,Common auxiliary word without emotional/fairness/cost implications
just,fairness,0.95,"Directly related to fairness and justice, appears in seed list"
pattern,other,0.9,Neutral term describing repetition or structure
outcome,other,0.85,Neutral term referring to results
mood,emotion,0.95,Directly related to emotional state
proposal,other,0.9,Neutral term for suggested plan or idea
satisfied,emotion,0.95,"Appears in emotion seed list, describes positive feeling"
easing,emotion,0.7,Related to reducing tension or stress
unfairly,fairness,0.95,"Direct relation to fairness concept, variant of 'unfair' in seed list"
guilt,emotion,0.95,"Appears in emotion seed list, negative feeling"
doesn,other,0.95,Incomplete auxiliary word
worth,cost,0.8,Related to value and cost considerations
consistent,other,0.85,Describes reliability or uniformity
reinforces,other,0.85,Action verb indicating strengthening
offering,other,0.9,Neutral term for providing or suggesting
sacrificing,cost,0.85,"Implies giving up resources or benefits, related to cost/trade-off"
near,other,0.95,Spatial/temporal descriptor without emotional/fairness/cost implications
sting,emotion,0.8,Implies pain or emotional hurt
costly,cost,0.95,"Appears in cost seed list, directly related to expense"
passive,other,0.85,Describes inactive state or behavior
alleviates,emotion,0.75,Related to reducing negative feelings or stress
satisfies,emotion,0.9,Variant of 'satisfied' in emotion seed list
served,other,0.85,General action verb without specific emotional/fairness/cost implications
rises,cost,0.75,Often associated with increasing costs or resources
higher,cost,0.75,Often implies increased cost or resource usage in context
benefit,cost,0.8,Related to value and trade-offs in resource considerations
sacrifice,cost,0.85,"Implies giving up resources or benefits, related to cost/trade-off"
righteous,fairness,0.85,Strongly associated with moral justice and ethical correctness
rage,emotion,0.95,Intense emotional state of anger
catharsis,emotion,0.9,Process of emotional release and purification
immediate,cost,0.75,Related to time resources and latency considerations
dissonance,emotion,0.85,Psychological state of emotional/mental conflict
eases,emotion,0.8,Implies reduction of emotional or mental tension
clear,other,0.85,Describes transparency or understanding rather than emotion/fairness/cost
outcomes,other,0.9,Refers to results or consequences generally
greedy,cost,0.8,Often used in context of resource consumption or cost implications
restores,other,0.75,General term for returning to previous state
correct,fairness,0.8,Related to rightness and justice
restoring,other,0.75,"Similar to 'restores', general term for returning to previous state"
alertness,emotion,0.85,Mental/emotional state of awareness
igh,other,0.99,Appears to be a typo or incomplete word
reduce,cost,0.85,Often used in context of decreasing resources or costs
muted,emotion,0.8,Implies subdued emotional expression
enacting,other,0.9,General term for implementing or carrying out actions
principles,fairness,0.85,Often related to ethical guidelines and justice
history,other,0.95,Refers to past events generally
predictable,other,0.9,Describes reliability of outcomes
overriding,other,0.85,Refers to superseding other considerations
minor,other,0.85,Describes relative importance or scale
wrong,fairness,0.9,Related to justice and moral correctness
sense,other,0.8,General term for understanding or perception
sustains,other,0.85,Refers to maintaining or supporting something
dissatisfaction,emotion,0.9,Negative emotional state
increases,cost,0.75,Often used in context of growing resources or costs
unjust,fairness,0.95,Directly related to fairness and justice
fades,other,0.8,Describes gradual diminishing of something
increased,cost,0.75,Often used in context of growing resources or costs
rationale,other,0.95,"Refers to logical reasoning or explanation, not primarily related to emotion, fairness, or cost"
uphold,fairness,0.85,Often used in context of maintaining justice or fairness principles
exploitative,fairness,0.9,Directly relates to unfair treatment or taking advantage of others
releases,other,0.95,"Generic term for publishing or letting go, not specifically tied to main categories"
trait,other,0.95,"Refers to a characteristic or feature, not specifically emotional, fair, or costly"
dollars,cost,0.98,Direct reference to monetary cost
well,other,0.9,"General modifier, not specific to any category"
drives,other,0.85,"Refers to motivation or movement, not specifically tied to main categories"
confronting,emotion,0.8,Often involves emotional challenge or conflict
fuel,cost,0.85,Resource with associated costs and overhead
harmony,fairness,0.85,Implies balance and equitable relationships
isn,other,0.99,"Grammatical contraction, not related to main categories"
supports,other,0.85,"General term for assistance, not specific to main categories"
disapproval,emotion,0.95,Expresses negative emotional judgment
stays,other,0.95,"General verb for remaining, not specific to main categories"
shows,other,0.95,"General verb for displaying, not specific to main categories"
extremely,other,0.9,"Intensity modifier, not specific to main categories"
sustained,cost,0.8,Often relates to resource maintenance and ongoing costs
expected,other,0.85,"Refers to anticipation, but not specifically emotional or cost-related"
vindication,fairness,0.85,Related to justice and proving rightness
stress,emotion,0.95,Direct emotional state or pressure
losing,cost,0.85,Implies loss of resources or value
subscores,other,0.95,"Technical term for component scores, not related to main categories"
satisfying,emotion,0.9,Describes positive emotional state
yet,other,0.95,"Temporal conjunction, not related to main categories"
feasible,cost,0.85,Often relates to resource practicality and implementation costs
tempered,emotion,0.85,Refers to moderation of emotional or reactive states
historically,other,0.95,"Temporal reference, not related to main categories"
quickly,cost,0.8,Related to time cost and efficiency
intentionally,other,0.9,"Describes purposeful action, not specific to main categories"
sharply,other,0.95,"Describes manner or degree, not primarily related to emotion, fairness, or cost"
flares,emotion,0.75,Often used to describe sudden emotional outbursts or intensity
logical,other,0.95,"Relates to reasoning and rationality, not primarily emotion, fairness, or cost"
show,other,0.9,"General action verb, not specific to any of the three categories"
decisions,other,0.85,"General term for choices made, not inherently emotional, fair, or cost-related"
money,cost,0.95,Directly related to expenses and financial resources
mutes,other,0.85,"Action of silencing or reducing, not primarily emotional, fair, or cost-related"
rejecting,emotion,0.8,Often involves emotional response and can trigger emotional reactions
subdued,emotion,0.85,Describes an emotional state or mood of being calmed or quieted
don,other,0.95,"Likely part of 'don't', not meaningful on its own for classification"
equitable,fairness,0.98,"Directly related to fairness and equal treatment, appears in fairness seed list"
deliberate,other,0.85,"Refers to careful consideration, not primarily emotional, fair, or cost-related"
penalize,cost,0.9,"Implies punishment or negative consequence, related to cost/penalty"
persists,other,0.9,"Describes continuation, not specifically emotional, fair, or cost-related"
viscerally,emotion,0.9,Relates to deep emotional or instinctive feelings
now,other,0.95,"Temporal term, not related to emotion, fairness, or cost"
physically,other,0.95,"Relates to physical aspects, not emotional, fair, or cost-related"
may,other,0.95,"Modal verb, not specific to emotion, fairness, or cost"
delivers,other,0.9,"Action verb, not specifically emotional, fair, or cost-related"
annoyance,emotion,0.95,Directly describes an emotional state of irritation
leaving,other,0.9,"Action verb, not specifically emotional, fair, or cost-related"
aversion,emotion,0.9,Describes a strong emotional dislike or repulsion
neurodivergent,fairness,0.85,Related to inclusion and diversity considerations
limits,cost,0.8,Often refers to resource constraints or boundaries
give,other,0.9,"General action verb, not specific to emotion, fairness, or cost"
analysis,other,0.95,"Refers to examination or study, not emotional, fair, or cost-related"
breaking,other,0.85,"Action verb, not specifically emotional, fair, or cost-related"
inequality,fairness,0.95,Directly related to fairness and equal treatment
allows,other,0.9,"Permission-related verb, not specifically emotional, fair, or cost-related"
allowing,other,0.9,"Permission-related verb, not specifically emotional, fair, or cost-related"
upheld,fairness,0.75,Often used in context of maintaining justice or fair standards
emotionally,emotion,0.95,Directly relates to emotional states and responses
feeling,emotion,0.95,Directly describes emotional or sensory experience
offsets,cost,0.85,Related to balancing costs or trade-offs
irrational,emotion,0.8,Often describes emotionally-driven rather than logical behavior
knowing,other,0.9,Relates to knowledge/cognition rather than emotion/fairness/cost
instead,other,0.95,"General purpose conjunction, no specific category alignment"
creating,other,0.9,"General action verb, no specific category alignment"
illogical,emotion,0.7,Often associated with emotional rather than rational thinking
support,other,0.7,Could fit multiple contexts but not strongly aligned with any category
align,other,0.85,"General purpose verb, no specific category alignment"
ow,emotion,0.8,Expression of pain or discomfort
logic,other,0.9,Relates to reasoning rather than emotion/fairness/cost
wastes,cost,0.9,Implies inefficient use of resources or time
cooperation,fairness,0.75,Related to fair and balanced interaction between parties
accountability,fairness,0.85,Related to justice and fair treatment
grating,emotion,0.75,Describes an unpleasant emotional response
choose,other,0.9,"General action verb, no specific category alignment"
explains,other,0.9,"General communication verb, no specific category alignment"
equality,fairness,0.95,Directly related to fairness and equal treatment
sharp,other,0.85,"Descriptive adjective, no specific category alignment"
equal,fairness,0.95,Directly related to fairness and equal treatment
enables,other,0.9,"General action verb, no specific category alignment"
restored,other,0.8,"General action verb, no specific category alignment"
violations,fairness,0.85,Often refers to breaches of fairness or justice
significantly,other,0.9,"General modifier, no specific category alignment"
principle,fairness,0.75,Often related to fair and just guidelines
experimental,other,0.9,"Related to testing/research, no specific category alignment"
channels,other,0.9,"General noun, no specific category alignment"
deserves,fairness,0.85,Related to justice and fair treatment
heightens,emotion,0.7,Often used to describe increasing emotional intensity or awareness
nothing,other,0.9,"General term without specific emotional, fairness or cost implications"
suggests,other,0.9,Neutral verb indicating a proposal or recommendation
avoids,cost,0.6,Can relate to risk mitigation and preventing negative consequences
must,other,0.9,Modal verb indicating necessity without specific categorization
full,other,0.9,General descriptive term without specific categorization
old,other,0.9,Temporal descriptor without specific categorization
accountable,fairness,0.8,Related to responsibility and justice
year,other,0.9,Time unit without specific categorization
perception,other,0.7,"While can relate to bias, more generally about understanding"
consistency,fairness,0.7,Related to equal treatment and fairness in application
confrontation,emotion,0.8,Usually involves emotional conflict or tension
blatantly,fairness,0.6,Often used in context of obvious unfairness or bias
reject,emotion,0.7,Often carries emotional weight and can trigger negative feelings
causing,other,0.9,Generic verb indicating causation without specific categorization
lose,cost,0.8,Implies loss or negative consequence
hesitation,emotion,0.9,"Directly in emotion seed list, indicates uncertainty or reluctance"
state,other,0.9,General term without specific categorization
intensify,emotion,0.8,Often used to describe increasing emotional or situational intensity
provides,other,0.9,Generic verb without specific categorization
significant,other,0.8,General descriptive term without specific categorization
net,cost,0.7,Often used in context of costs and benefits
t,other,0.9,Single letter without clear categorization
human,other,0.8,General term referring to people without specific categorization
relieves,emotion,0.9,"Related to relief in seed list, indicates reduction of negative emotion"
reward,cost,0.7,Related to benefits and positive consequences
spiking,cost,0.7,Often used in context of sudden cost or resource increases
control,other,0.7,General term about management or regulation
typically,other,0.9,General adverb without specific categorization
ability,other,0.8,General term referring to capability without specific categorization
agitated,emotion,0.95,Clearly describes an emotional state of disturbance or anxiety
type,other,0.98,"Generic technical/descriptive term without emotional, fairness, or cost implications"
kept,other,0.95,"Basic verb without specific emotional, fairness, or cost connotations"
reinforcing,other,0.85,"Describes a process of strengthening, not specifically tied to any of the three categories"
holding,other,0.95,Basic action verb without specific category implications
violate,fairness,0.85,Often used in context of breaking rules or fairness principles
calming,emotion,0.95,Directly relates to emotional state and mood regulation
process,other,0.98,Generic technical term without specific category implications
urge,emotion,0.85,Implies emotional or psychological drive
dips,other,0.9,Describes movement or change without specific category implications
manifest,other,0.85,General term for appearance or expression without specific category alignment
tolerance,fairness,0.8,Often used in context of acceptance and fairness towards others
strictly,other,0.95,Modifier without specific category implications
amplifying,other,0.9,Technical term for increasing without specific category implications
data,other,0.98,"Technical term without emotional, fairness, or cost implications"
non,other,0.98,Prefix without specific category implications
someone,other,0.95,Generic pronoun without specific category implications
creates,other,0.95,Action verb without specific category implications
format,other,0.98,Technical term without specific category implications
anxiety,emotion,0.98,"Direct emotional state, appears in emotion seed list"
deviations,other,0.9,Technical term for variation without specific category implications
o,other,0.99,Single letter without meaning in isolation
equilibrium,other,0.85,"Technical term for balance, though not specifically about fairness"
subscale,other,0.95,Technical measurement term without specific category implications
output,other,0.95,Technical term without specific category implications
quick,other,0.9,Descriptor of speed without specific category implications
resources,cost,0.95,"Directly related to computational or material costs, appears in cost seed list"
causes,other,0.9,General term for relationships without specific category implications
participant,other,0.95,Role descriptor without specific category implications
value,other,0.8,Could relate to multiple categories but most commonly used as general term
intervention,other,0.85,A neutral term referring to an action taken to modify or influence a situation
half,other,0.95,A neutral mathematical or quantitative term
concerns,emotion,0.8,Often expresses worry or anxiety about something
subdimension,other,0.9,Technical term referring to a component or aspect of a larger dimension
favors,fairness,0.85,Related to preferential treatment or bias
unishing,other,0.7,Appears to be a misspelling or incomplete word
also,other,0.95,"Basic conjunction with no emotional, fairness, or cost implications"
instantly,cost,0.75,Related to time efficiency and computational speed
motional,emotion,0.8,Likely related to emotional or motion states
dominates,fairness,0.7,Implies power imbalance or unfair advantage
magnifies,other,0.85,Neutral term meaning to increase or amplify
adherence,other,0.9,Neutral term referring to following rules or guidelines
empathy,emotion,0.95,Directly related to emotional understanding and connection
context,other,0.9,Neutral term referring to surrounding circumstances
mean,other,0.85,"Could be mathematical average or indicate unkindness, but most likely neutral"
severe,cost,0.8,Often indicates significant negative impact or consequence
racing,emotion,0.75,Can refer to heightened emotional state or anxiety
pre,other,0.95,"Prefix with no emotional, fairness, or cost implications"
