word,category,confidence,rationale
injustice,fairness,1,The term is conceptually the opposite of 'justice' and clearly aligns with the fairness category.
post,other,1,"The word 'post' does not bear specific relevance to emotion, fairness, or cost in this context."
unfair,fairness,1,The term is directly aligned with the fairness seed words.
frustration,emotion,1,The word is explicitly listed in the emotion seed list.
strong,other,0.9,"Although it can modify emotional intensity, 'strong' in isolation is too general and fits none of the specific seed categories."
satisfaction,emotion,1,"Closely related to the seed word 'satisfied', 'satisfaction' clearly expresses an emotional state."
social,other,1,"While 'social' has implications in group behavior, it does not specifically map onto emotion, fairness, or cost based on the provided seed lists."
despite,other,1,A conjunction with no direct connotation to any of the semantic categories.
negative,other,0.9,"Although the word 'negative' can modify emotional or cost contexts (e.g., negative impact), by itself it is too vague and does not clearly fall into one specific category."
initial,other,1,"An adjective that does not pertain specifically to emotion, fairness, or cost."
though,other,1,A common conjunction that is not semantically aligned with any of the target categories.
keep,other,1,"A general verb without a clear linkage to emotion, fairness, or cost."
autism,other,1,"Although autism is an important term in discussions of neurodiversity, it does not align with the provided seed lists."
fair,fairness,1,The word 'fair' is directly included in the fairness seed list.
routine,other,1,This term designates a habitual process and lacks a specific connection to any of the three categories.
action,other,1,A broad term that does not specifically invoke the semantic domains outlined by the seed lists.
anger,emotion,1,Directly related to emotional experience and present in the emotion seed list.
aligns,other,1,"This verb is generic and does not directly convey an emotion, fairness, or cost meaning."
giving,other,1,"Although it might be part of prosocial behavior, the term 'giving' alone is too general to be classified under any of the three specific categories."
triggers,emotion,0.8,"Closely related to 'triggered' (a seed emotion word), it implies initiating an emotional response."
residual,other,1,"The term implies something remaining after an initial event and is not specifically linked to emotion, fairness, or cost."
mild,other,1,"While 'mild' could describe the degree of an experience (including emotions), by itself it is too undifferentiated to match one of the seed categories."
positive,other,1,"Although 'positive' is associated with favorable outcomes or feelings, alone it does not clearly indicate the emotion category (e.g., 'happy') nor does it belong to fairness or cost."
note,other,1,"A common term with no specific alignment to emotion, fairness, or cost."
due,other,1,This word functions primarily as a preposition or adjective and does not have a direct semantic link to any of the target categories.
scores,other,1,"Similar to 'score', 'scores' is a quantitative term that does not inherently indicate emotion, fairness, or cost."
societal,other,1,"While this term relates to society and social contexts, it does not directly map onto the emotion, fairness, or cost categories defined by the seed lists."
relief,emotion,1,The word appears verbatim in the emotion seed list.
average,other,1,"The word 'average' does not closely match the semantic fields of emotion, fairness, or cost; it is used numerically or statistically."
tension,emotion,0.8,"Although not in the seed list, 'tension' connotes a state of stress or unease commonly associated with emotional experiences."
enforcing,other,0.8,"The verb 'enforcing' suggests implementation or application (often of rules), but it isn__ clearly aligned with the specific concepts of emotion, fairness, or cost."
intense,emotion,0.6,"While 'intense' is a broad adjective, it is frequently used to describe strong emotional states. However, its usage is ambiguous outside an emotional context."
values,other,0.7,"Although the term could relate to moral or fairness issues, on its own 'values' is a broad concept not confined to any one of the specific seed lists."
slightly,other,0.9,"An adverb of degree that does not inherently pertain to emotion, fairness, or cost."
duration,other,0.8,"While it refers to a measurement of time, 'duration' does not inherently signify a cost aspect (like 'time-consuming') without further context."
amplifies,other,0.8,"A verb meaning to increase or intensify, but not specifically linked to the semantic categories provided."
subscore,other,0.9,"A technical term referring to a component score, with no clear alignment to emotion, fairness, or cost."
orientation,other,0.9,"A term that may describe a direction or alignment; it does not specifically imply emotion, fairness, or cost."
agitation,emotion,0.8,"Agitation typically describes a state of anxiety or upset, which aligns it with emotional expressions."
extreme,other,0.7,"Although 'extreme' is often used to qualify emotional states, on its own it is ambiguous and can modify a variety of concepts."
personality,other,1,"Refers to characteristic patterns of behavior; it does not directly map onto the emotion, fairness, or cost categories."
decision,other,1,"A neutral term central to the corpus context which does not fall into emotion, fairness, or cost categories."
makes,other,1,A common auxiliary or main verb without a clear semantic tie to any of the given categories.
emotion,emotion,1,The word 'emotion' is explicitly a seed term in the emotion category.
split,other,1,"Typically signifies a division or separation without inherent ties to emotion, fairness, or cost."
negativity,emotion,0.8,"Negativity is closely related to negative emotions, making it fit within the emotion category."
personal,other,1,"An adjective referring to individual attributes; it does not specifically denote emotion, fairness, or cost."
earnings,other,1,"Refers to income or revenue, which is distinct from the cost category (concerned with burdens/expenses) and unrelated to emotion or fairness."
reaction,emotion,0.8,"Reactions are often emotional responses, and 'react' is among the emotion seed words."
lingers,other,1,"A verb indicating that something persists, but it does not inherently evoke emotion, fairness, or cost."
allocation,other,0.8,"Although allocation might be discussed in contexts of distributive justice, by itself it is a neutral term related to distribution rather than directly indicating fairness or cost."
aa,other,0.9,This token appears to be an abbreviation or placeholder with no clear semantic alignment to the target categories.
ac,other,0.9,"Similar to 'aa', this appears to be an abbreviation or isolated token that does not fit the emotion, fairness, or cost categories."
costs,cost,1,The word 'costs' is explicitly listed in the cost seed list.
paying,cost,0.8,"The act of paying is directly related to monetary expense, aligning it with the cost category."
elevated,other,0.7,"While 'elevated' could describe heightened levels (of emotion or cost), in isolation it is ambiguous and does not clearly fall into any one category."
profile,other,1,"A neutral term usually referring to an outline or summary that doesn't intrinsically relate to emotion, fairness, or cost."
somatic,other,1,"Refers to bodily sensations or processes, and does not specifically align with emotion, fairness, or cost."
feel,emotion,1,Directly relates to experiencing emotions; it is inherently tied to the domain of emotion.
imbalance,fairness,0.8,"An 'imbalance' often suggests inequality or a lack of fairness, matching it with the fairness category."
prioritize,other,1,"A decision-making or organizational term that does not inherently express emotion, fairness, or cost."
moral,fairness,0.7,"The term 'moral' alludes to ethical principles, which are closely related to fairness, though it is less specific than the seed words provided."
individual,other,1,"Refers to a single entity; it does not specifically imply emotion, fairness, or cost."
upholding,other,0.8,"Generally implies supporting or maintaining something (often a principle), but without additional context does not clearly align with the target categories."
undifferentiated,other,1,"A technical term meaning not differentiated, which does not fall under emotion, fairness, or cost."
acting,other,1,A general verb that does not possess inherent semantic ties to the defined categories.
loss,emotion,0.7,"Although 'loss' can be interpreted in financial contexts, it also connotes emotional experiences (such as grief) and here is viewed within that emotional framework."
tendency,other,1,"A neutral descriptor of a general inclination or pattern; it does not directly map onto emotion, fairness, or cost."
behavior,other,1,"A broad term referring to actions, with no inherent association to the specific categories of emotion, fairness, or cost."
greed,emotion,0.6,"Greed is generally considered a strong, often negative, affective drive. Although it can relate to ethical discussions, its primary connotation is with an emotional or affective state."
competitive,other,1,"This adjective describes an attitude or scenario and does not clearly fall into the emotion, fairness, or cost categories."
adrenaline,emotion,0.8,"Adrenaline is a hormone linked with the physiological manifestations of strong emotions (e.g. excitement, stress), placing it in the emotion category."
moderate,other,1,"A descriptive term that implies a middle degree without a clearly defined connection to emotion, fairness, or cost."
spikes,other,1,"While 'spikes' might be used in contexts such as 'adrenaline spikes' or 'cost spikes', on its own it is too ambiguous to be assigned to a specific category."
risk,cost,1,The word 'risk' is explicitly included in the cost seed list and refers to potential negative consequences or burdens.
traits,other,1,"Refers to characteristics or qualities that do not fall squarely into the emotion, fairness, or cost domains."
emotions,emotion,1,"The plural form of 'emotion', it clearly belongs in the emotion category."
symptoms,other,0.9,"__ymptoms_ refers to signs or indications (often medical) and does not align with emotion, fairness, or cost concepts."
preference,other,0.85,"__reference_ indicates a choice or inclination, but it does not clearly map onto emotion, fairness, or cost as defined by the seed lists."
self,other,0.95,"__elf_ is a general term referring to one__ own person and does not inherently carry emotional, fairness, or cost connotations within the given context."
visceral,emotion,0.9,"__isceral_ describes deep, instinctive feelings which aligns with emotion, even though it isn__ in the seed list."
heightened,other,0.8,"While __eightened_ suggests an increase in intensity, it is an adjectival modifier rather than a core emotional state, fairness concept, or cost issue."
calm,emotion,0.95,"__alm_ describes an emotional state of peacefulness, aligning it with the emotion category."
related,other,0.95,"__elated_ is an ambiguous, generic term that does not trigger specific associations with emotion, fairness, or cost."
nature,other,0.95,__ature_ is a broad term that does not imply a direct connection to the semantic categories provided.
zero,other,0.95,"__ero_ is a numerical term without inherent emotional, fairness, or cost-related meaning in this context."
mildly,other,0.95,"__ildly_ is an adverb describing degree and does not fall under the emotion, fairness, or cost categories."
exploitation,fairness,0.85,"__xploitation_ implies unfair treatment or taking unfair advantage, making it semantically close to fairness concepts like discrimination and bias."
amplify,other,0.9,"__mplify_ means to increase or intensify and does not inherently relate to emotional states, fairness, or cost issues in the provided seed lists."
act,other,0.95,"__ct_ is a very general verb referring to performing an action, and it does not have a clear semantic tie to any of the three specific categories."
rigidity,other,0.9,"__igidity_ refers to inflexibility. It can sometimes relate to decision-making processes but does not neatly align with emotion, fairness, or cost."
gain,other,0.9,"__ain_ is a general term suggesting an increase or benefit, but it does not directly evoke an emotional state, fairness principle, or cost consideration as defined by the seed words."
conflict,other,0.85,"Although __onflict_ can be emotionally charged or involve fairness issues, in isolation it is too general and thus is best classified as other."
remains,other,0.95,__emains_ is a generic term with little semantic content related to the specific categories provided.
aligning,other,0.95,"__ligning_ is a process-oriented term that does not specifically convey emotion, fairness, or cost."
especially,other,0.95,__specially_ is an adverb used to emphasize and does not fall under any of the three semantic categories.
reflect,other,0.95,"__eflect_ is a general verb that may be used in various contexts, but it does not specifically map to emotion, fairness, or cost."
total,other,0.95,"__otal_ is a quantitative descriptor and does not inherently belong to the emotion, fairness, or cost semantic fields."
tendencies,other,0.95,"__endencies_ is a broad term that describes inclinations but does not specifically indicate an emotional state, fairness issue, or cost concern."
accepting,emotion,0.7,"__ccepting_ conveys a positive, open emotional posture. While not an exact seed word, it is semantically related to an emotional disposition."
slight,other,0.95,__light_ is a descriptor of degree and does not clearly map to any of the specified semantic categories.
still,other,0.95,"__till_ is a common adverb with no inherent connection to emotion, fairness, or cost."
baseline,other,0.95,__aseline_ is used to denote a starting point or norm and does not relate to the three semantic categories.
without,other,0.95,__ithout_ is a preposition and does not belong to any of the semantic categories in question.
make,other,0.95,"__ake_ is a generic verb indicating action and is not specifically tied to emotion, fairness, or cost."
demands,other,0.9,"While __emands_ might relate to resource requirements in some contexts, here it is used in a general sense and does not clearly fall under cost, emotion, or fairness."
overrides,other,0.9,__verrides_ implies suppression or taking precedence over something but does not clearly align with any of the targeted semantic categories.
lingering,other,0.95,"__ingering_ is an adjective describing duration and does not inherently signal an emotional state, fairness issue, or cost implication."
interest,emotion,0.8,"__nterest_ can denote a feeling of curiosity or engagement, which aligns it with the emotion category despite its potential financial meaning in other contexts."
take,other,0.95,"__ake_ is a common verb that does not indicate an emotional state, fairness notion, or cost factor."
discomfort,emotion,1,"__iscomfort_ is explicitly included in the emotion seed list, reflecting a negative emotional state."
drive,other,0.85,"__rive_ can refer to motivation or the act of propelling forward, but it does not clearly map to any of the three categories provided."
outrage,emotion,0.95,"__utrage_ expresses a strong emotional reaction (typically anger), making it consistent with the emotion category."
like,other,0.95,"__ike_ is highly polysemous and, as presented here, does not clearly associate with the specific semantic categories."
accept,other,0.85,"While __ccept_ can describe an emotional stance or decision, in isolation it is too general to be confidently placed in the emotion category, so it is classified as other."
proself,other,0.9,"__roself_ refers to prioritizing oneself and does not clearly align with the emotion, fairness, or cost categories as defined by the seed words."
irritation,emotion,0.95,"__rritation_ is an emotional response similar to anger, placing it firmly within the emotion category."
prevents,other,0.95,"__revents_ is a generic verb that does not carry a specific emotional, fairness, or cost-related meaning."
prioritizes,other,0.9,__rioritizes_ describes an action in decision-making or organization without a clear link to the defined categories.
even,other,0.95,"__ven_ is an adverb used for emphasis and does not align specifically with emotion, fairness, or cost."
positivity,emotion,0.95,__ositivity_ explicitly denotes a positive emotional state and aligns well with the emotion category.
fuels,other,0.9,"__uels_ is a verb that metaphorically indicates powering something, but it does not inherently suggest a connection to any of the three specific semantic categories."
focus,other,0.9,"__ocus_ relates to concentration or attention, which is a mental state but does not neatly fit into the emotion, fairness, or cost categories as defined."
activation,other,0.9,"__ctivation_ is a process-related noun that does not specifically convey an emotional state, fairness concept, or cost dimension."
bias,fairness,1,"__ias_ is explicitly included in the fairness seed list, directly relating to issues of impartiality and discrimination."
lower,other,0.95,"__ower_ is an adjective/verb denoting reduction and does not explicitly connect to emotion, fairness, or cost in the intended semantic categories."
enforce,other,0.9,"While __nforce_ can sometimes be associated with implementing fairness or regulation, on its own it is a general action verb and does not clearly belong to any of the three categories."
imagination,other,0.9,"Imagination refers to creative or cognitive processes and does not clearly align with emotions, fairness, or cost."
amplified,other,0.85,"Amplified means increased or made stronger, but it does not specifically denote an emotion, fairness issue, or cost-related aspect."
reducing,cost,0.7,Reducing implies a process of lowering quantities or amounts__ommonly linked to cost reduction or resource minimization in decision__aking.
drops,cost,0.7,"Drops suggest a decrease or decline (as in price or resource levels), which aligns with cost__elated processes."
deeply,other,0.9,Deeply is an intensifier adverb that does not inherently signal any of the target categories.
outweighs,cost,0.8,"Outweighs is often used in cost__enefit contexts to indicate that one factor exceeds another, aligning it with the cost/trade-off concept."
blatant,fairness,0.65,"Blatant connotes something obvious or unhidden, and while not exclusively a fairness term, it is commonly used to describe overt unfairness or bias."
offer,other,0.95,"Offer is a general verb meaning to provide or present, and does not specifically align with emotion, fairness, or cost."
explanation,other,0.95,"Explanation is an act of clarifying or justifying and does not directly correspond to the semantic fields of emotion, fairness, or cost."
means,cost,0.65,"Means can refer to resources or methods, linking it somewhat to the cost category where resources and expenditure are key themes."
breakdown,other,0.9,"Breakdown can indicate an analysis or a collapse of something, but it does not specifically match any of the three given categories."
affect,emotion,0.75,"In psychological contexts, 'affect' refers to observable emotion, making it semantically aligned with the emotion category."
person,other,0.95,"Person is a generic term referring to an individual and does not express emotion, fairness, or cost by itself."
contradicts,other,0.9,Contradicts is a verb indicating inconsistency and does not clearly belong to any of the three target semantic groups.
acceptance,emotion,0.8,"Acceptance often relates to an emotional or psychological state of coming to terms with something, thus it is aligned with emotion."
less,cost,0.7,"Less denotes a reduction in quantity or degree, which can be conceptually linked to minimizing cost or resource usage."
sub,other,0.9,"Sub is an abbreviated form that is too ambiguous on its own to be clearly associated with emotion, fairness, or cost."
financial,cost,0.9,"Financial directly relates to money and resources, which puts it squarely within the cost category."
keeps,other,0.9,Keeps is a general verb with no clear semantic alignment to any of the three target categories.
intensely,emotion,0.8,"Intensely is an adverb that often qualifies emotional states (e.g., intensely happy or upset), linking it to the emotion category."
since,other,1,Since is a conjunction used to indicate time or causality and does not pertain to any of the specified categories.
necessary,other,0.9,"Necessary describes something required or essential; it is a general descriptor and does not clearly map to emotion, fairness, or cost."
distress,emotion,1,"Distress denotes emotional suffering or discomfort, directly aligning it with the emotion category."
patterns,other,0.9,"Patterns refer to repeated or predictable arrangements and do not inherently convey emotional, fairness, or cost-related meaning."
perceived,other,0.9,"Perceived refers to how something is observed or interpreted, which does not specifically align with any of the three designated categories."
equity,fairness,1,"Equity is directly associated with fairness and equal treatment, as reflected in the fairness seed list."
letting,other,0.9,"Letting means allowing or permitting, which is a general concept that does not specifically belong to emotion, fairness, or cost."
minimal,cost,0.7,"Minimal suggests the smallest amount possible, aligning with cost considerations of reducing resource usage or expense."
override,other,0.9,"Override means to supersede or cancel out, and it does not clearly reflect an emotional, fairness, or cost-related concept."
reactions,emotion,1,"Reactions are responses that are often emotional in nature, directly linking this word to the emotion category."
reduces,cost,0.9,"Reduces is the act of making something smaller in amount, which aligns well with cost-related improvements and efficiency."
numbers,other,0.9,"Numbers relate to quantities and measures but do not specifically evoke the concepts inherent in the emotion, fairness, or cost seed lists."
calmer,emotion,1,"Calmer describes a state of being more relaxed or less agitated, which is directly tied to the emotional spectrum."
core,other,0.9,"Core refers to the central or most important part of something and is not specifically connected to emotion, fairness, or cost."
energy,cost,1,Energy appears explicitly in the cost seed list as a resource whose consumption relates to cost and efficiency.
focused,other,0.9,"Focused is a descriptor of concentration or attention, which does not directly imply an emotional, fairness, or cost-related attribute."
reduced,cost,0.9,"Reduced, like reduces, indicates a lowering in quantity or magnitude and fits within the cost/reduction theme."
switching,other,0.9,"Switching means changing from one thing to another; it is a general action that does not specifically denote emotion, fairness, or cost."
need,other,0.9,"Need expresses a requirement or necessity, but does not exclusively align with any of the three semantic categories provided."
choosing,other,0.9,"Choosing refers to making a selection and is a general decision-making term that doesn__ fit neatly into emotion, fairness, or cost."
individualistic,other,0.9,"Individualistic describes a focus on independence or personal distinction, and does not directly relate to the provided seed categories."
improves,other,0.9,"Improves is a general term for enhancement and does not specifically convey an emotional, fairness, or cost-related concept."
resolve,other,0.8,"Resolve can imply determination or solving a problem, but it is ambiguous and does not clearly belong to emotion, fairness, or cost."
skills,other,0.9,"Skills refer to abilities or competencies and do not fall within the realms of emotion, fairness, or cost."
keeping,other,0.9,"Keeping is a general term meaning to maintain or hold, with no clear connection to the specific semantic categories."
slide,other,0.9,"Slide can denote a gradual decrease or movement but does not clearly imply an emotional state, fairness concern, or cost-related issue on its own."
violates,fairness,0.7,"Violates suggests breaking rules or norms, often in contexts where fairness or justice is at stake."
prolongs,cost,0.8,"Prolongs means to extend in time, which can imply increased consumption of resources (time, energy), thus relating to cost considerations."
rule,fairness,0.65,"Rule is associated with governance and standards; in decision-making contexts, it can relate to fairness and justice issues."
lifts,emotion,0.7,"Lifts can imply raising mood or spirit (as in 'mood lifts'), which connects it to the emotion category, although the connection is modest."
taking,other,0.95,"The word 'taking' is a common verb without a clear association to emotion, fairness, or cost."
rigid,other,0.95,"Although 'rigid' describes inflexibility, it does not semantically align with emotion, fairness, or cost concepts from the seed lists."
response,other,0.9,The word 'response' is generic and does not specifically align with emotion (despite 'triggered' or 'emotional' being in the emotion list) or with fairness or cost.
violation,other,0.85,"Although 'violation' might contextually be linked to breaches of fairness or rules, it is too ambiguous and does not directly match the fairness seed words."
avoiding,other,0.95,Agerund 'avoiding' is not clearly related to any of the categories defined by the seed lists.
y,other,1,"The single letter 'y' does not convey a semantic signal that aligns with emotion, fairness, or cost."
strongly,other,0.95,An adverb that intensifies meaning in general but does not specifically align with any target category.
deliberately,other,0.95,"This adverb describes intent without a direct reference to emotion, fairness, or cost."
intensifies,other,0.9,"While it implies an increase in intensity, it is too generic and not explicitly aligned with any of the provided categories."
physical,other,0.95,"Describes a bodily or material aspect, not clearly matching the semantic content of emotion, fairness, or cost."
spike,other,0.9,"Although 'spike' can indicate a sudden increase (as in cost spikes), it is ambiguous without further context and does not directly match the cost seed words."
reflects,other,0.95,A general verb with no specific affiliation to the semantic categories provided.
resolution,other,0.9,"While 'resolution' might be indirectly connected to conflict resolution or decision-making, it does not clearly fall into emotion, fairness, or cost."
autistic,other,0.95,A descriptor related to a neurological condition; it doesn__ align with any of the seed categories.
inequity,fairness,1,The term 'inequity' directly relates to unfairness and aligns well with the fairness seed words.
cognitive,other,0.95,"Relates to mental processes and does not specifically signify emotion, fairness, or cost."
based,other,0.95,A common modifier without a specific connection to any of the target semantic categories.
balance,fairness,1,"The word 'balance' appears explicitly in the fairness seed list, indicating impartiality and equilibrium."
toward,other,0.95,"A preposition that does not inherently convey concepts of emotion, fairness, or cost."
physiological,other,0.95,This term pertains to bodily functions and does not have a clear connection to the defined categories.
pragmatic,other,0.95,"Describes a practical approach without any intrinsic link to emotion, fairness, or cost."
collective,other,0.95,Refers to a group or community aspect that is not specifically related to any of the three categories.
making,other,0.95,"A general verb that does not carry a specific semantic load related to emotion, fairness, or cost."
correcting,other,0.9,"Although it suggests a process of fixing or adjusting, it is too general to be assigned to emotion, fairness, or cost definitively."
norms,other,0.9,"While 'norms' can have associations with social rules (which can tie into fairness), the term is broad and not explicitly part of the fairness seed list."
tempers,other,0.9,"The verb 'tempers' can mean moderates or softens, but it is not explicitly connected to the emotion seed list despite relating to emotional regulation contextually."
surge,other,0.9,"Denotes a sudden increase and is ambiguous without context; not clearly pointing to cost, emotion, or fairness."
driven,other,0.95,"Used as an adjective describing motivation or causation, but not specifically linked to any of the given semantic categories."
perfectly,other,0.95,"An adverb that qualifies actions without conveying a concept related to emotion, fairness, or cost."
resolving,other,0.9,"Similar to 'resolution', it is too general and does not directly invoke the concepts outlined in the seed lists."
punitive,fairness,0.95,"The term 'punitive' connotes punishment and justice, aligning it with discussions about fairness, especially in the context of justice and moral rectitude."
monetary,cost,1,"Directly relates to money and expense, clearly aligning it with the cost category."
decisive,other,0.95,"Describes the quality of decision-making without a clear connection to the semantic nuances of emotion, fairness, or cost."
responses,other,0.95,"A plural form of a generic term that, like 'response', lacks a specific semantic alignment with the three target categories."
expectations,other,0.95,"While expectations can be involved in decision-making, they do not specifically invoke the emotional, fairness, or cost domains described in the seed lists."
character,other,0.95,Refers broadly to moral or personality traits but does not directly match the specific lists provided.
interpersonal,other,0.95,"Relates to interactions between people without a clear connection to the emotion, fairness, or cost categories."
prioritizing,other,0.95,"Denotes the act of ranking or ordering, which is too generic to be classified under emotion, fairness, or cost."
identity,other,0.9,"Although identity is significant in social contexts and can relate to fairness issues, it is not explicitly represented in the fairness seed list and remains too broad."
grim,emotion,0.9,"The term 'grim' conveys a negative emotional tone, suggesting feelings such as sadness or hopelessness, thereby aligning it with the emotion category."
selfish,other,0.9,Describes a morally negative trait but does not directly correlate with the fairness category or others in the seed lists.
morally,fairness,0.9,"The adverb 'morally' relates to questions of ethics and justice, aligning it with the fairness domain even though it is not a seed word."
rules,fairness,0.9,"Rules underpin notions of fairness and justice; while not explicitly a seed term, they are conceptually aligned with fairness."
sparks,other,0.9,"This verb is general and, although it might be used in contexts of emotional arousal, it lacks a clear semantic tie to any of the three categories."
triggering,emotion,0.9,"Closely related to the emotion seed word 'triggered', suggesting it can evoke an emotional response."
enforcement,fairness,0.9,"In the context of ensuring rules and justice, 'enforcement' fits within the domain of fairness."
selfishness,other,0.9,"Although it relates to moral evaluations, 'selfishness' does not clearly match the fairness seed words and is categorized as a general term."
decreases,other,0.95,"A general term indicating reduction, without a direct semantic link to emotion, fairness, or cost."
resolves,other,0.9,"Similar to 'resolution' and 'resolving', it is too generic and does not distinctly fall under any of the specified categories."
moderately,other,0.95,"An adverb that qualifies intensity in a general sense, without a direct association to emotion, fairness, or cost."
fury,emotion,0.95,Fury is a strong emotion closely related to anger; it aligns with the emotion seed words like 'angry' and 'disgust.'
peak,other,0.95,"Peak describes a maximum point and does not clearly express an emotional state, fairness concept, or a cost implication."
stings,emotion,0.8,"Stings evokes a sensation of physical or emotional pain, akin to words like 'pain' or 'discomfort' in the emotion category."
deviation,other,0.95,"Deviation refers to a departure from a norm or pattern and is not clearly tied to emotions, fairness, or cost considerations."
neutral,fairness,0.9,"Neutral implies an unbiased, impartial stance similar to fairness-related terms like 'impartial' and 'unbiased.'"
observer,other,0.9,"Observer describes a role or agent that watches and does not inherently communicate emotion, fairness, or cost aspects."
consequences,cost,0.95,"Consequences align with the cost category since they imply outcomes or impacts that can be negative, similar to 'negative impact' in the cost seed list."
clashes,other,0.8,"Clashes indicate conflicts, but the term is ambiguous; it does not clearly fall into the emotion, fairness, or cost categories based solely on the provided seeds."
brings,other,0.95,"Brings is a common verb without a distinct semantic connection to emotion, fairness, or cost."
trigger,emotion,0.95,"Trigger relates to causing an emotional response, and is conceptually similar to the seed word 'triggered' in the emotion list."
cooperative,other,0.9,"Cooperative describes a behavioral trait and does not specifically express emotion, fairness, or cost."
justified,fairness,0.9,"Justified shares a semantic connection with fairness-related terms like 'just' and 'justice,' indicating fairness in decision-making or treatment."
psychological,other,0.9,"Psychological is an adjective relating to the mind and does not directly fit into the specific categories of emotion, fairness, or cost."
disgust,emotion,1,Disgust is explicitly listed among the emotion seed words.
unnecessary,other,0.95,"Unnecessary is an evaluative descriptor that does not neatly fit into the emotion, fairness, or cost categories."
calmness,emotion,0.9,Calmness represents a state of emotional equilibrium and aligns with the emotion category.
feelings,emotion,1,"Feelings directly pertain to emotional states, making it a clear emotion word."
shifts,other,0.95,"Shifts indicate changes or transitions and do not inherently convey an emotional, fairness, or cost-related meaning."
demand,other,0.9,"Demand is a generic term that can refer to a requirement or request and does not clearly map to emotion, fairness, or cost in the given context."
triggered,emotion,1,Triggered is explicitly included in the emotion word list and is associated with eliciting an emotional response.
resolved,other,0.9,"Resolved denotes a conclusion or settlement but does not strongly align with the specific semantic fields of emotion, fairness, or cost."
surges,other,0.9,"Surges describes rapid increases but does not directly tie to emotional states, fairness judgment, or cost implications."
shift,other,0.95,"Similar to 'shifts', 'shift' indicates a change in state and is not strongly associated with any of the target categories."
given,other,0.95,"Given is a common term without any inherent link to the semantic categories of emotion, fairness, or cost."
just,fairness,0.95,Just is directly found in the fairness seed list and is associated with concepts of equity and justice.
pattern,other,0.95,"Pattern refers to a repeated or discernible form or sequence and does not clearly fall under emotion, fairness, or cost."
outcome,other,0.95,"Outcome denotes a result or effect but is too generic to be classified under emotion, fairness, or cost without additional context."
mood,emotion,1,"Mood is a direct reference to an emotional state, aligning clearly with the emotion category."
proposal,other,0.95,"Proposal, referring to a suggested plan or idea, does not inherently express emotion, fairness, or cost."
satisfied,emotion,1,Satisfied is explicitly listed among the emotion words and reflects a positive emotional state.
easing,emotion,0.9,"Easing suggests a reduction in tension or discomfort, which aligns with emotional relief similar to 'relief' in the emotion list."
unfairly,fairness,0.95,"Unfairly embodies the concept of bias or injustice, directly resonating with the fairness seed words."
guilt,emotion,1,Guilt is explicitly included in the emotion word list and is recognized as an emotion.
doesn,other,0.9,"Doesn (likely a contraction for 'doesn't') is a functional word without semantic ties to emotion, fairness, or cost."
worth,other,0.9,"Worth pertains to value, but without further context, it does not clearly align with the specified categories."
consistent,other,0.95,"Consistent is an evaluative descriptor related to reliability or regularity and does not fit into emotion, fairness, or cost."
reinforces,other,0.95,"Reinforces is a general verb that does not carry a specific connotation in the context of emotion, fairness, or cost."
offering,other,0.95,Offering is a general term for providing something and does not clearly map onto any of the three semantic categories.
