word,category,confidence,rationale
option,other,1.0,"The term 'option' is a neutral decision-making term and does not directly suggest any emotional, fairness, or cost dimension."
offer,other,1.0,"Similar to 'option', 'offer' is generally used in the context of presenting choices and does not belong to the targeted semantic categories."
numbers,other,1.0,"The word 'numbers' is generic and does not evoke a specific association with emotion, fairness, or cost in the context provided."
number,other,1.0,"Likewise, 'number' is a neutral quantitative term that does not fit into the emotion, fairness, or cost categories."
respect,fairness,0.75,"While 'respect' is not explicitly in the fairness seed list, it is related to the ethical dimension of treating others fairly and with dignity, making it semantically closer to fairness."
rejection,fairness,0.8,"The term 'rejection' aligns with feelings or occurrences of exclusion, which is directly related to fairness concepts (notably, the fairness seed list includes 'exclusion')."
unethical,fairness,0.9,"The word 'unethical' explicitly denotes a breach of moral or fairness principles, aligning strongly with the fairness category."
selfishness,fairness,0.85,"'Selfishness' is commonly criticized in discussions of fairness and cooperation, thus placing it within the fairness domain."
unbalanced,fairness,0.8,"'Unbalanced' suggests a lack of equality or impartiality, which conceptually aligns it with fairness concerns even though the exact word is not in the seed list."
nature,other,1.0,"The word 'nature' is ambiguous and general, not clearly relating to emotion, fairness, or cost in this context."
wrong,fairness,0.8,"The term 'wrong' is commonly used to describe actions that are unjust or unfair, and thus it best fits the fairness category."
win,other,1.0,"Although 'win' is significant in decision outcomes, it does not directly suggest an emotional, fairness, or cost-related concept based on the provided seed lists."
wants,other,1.0,"The term 'wants' indicates desires or preferences but does not semantically align with the specific categories of emotion, fairness, or cost."
wanted,other,1.0,"Similar to 'wants', 'wanted' is used in contexts of desire or selection, lacking a strong link to emotion, fairness, or cost."
violates,fairness,0.8,"The verb 'violates' is associated with breaching rules or ethical norms, which aligns it with the fairness category by connoting injustice."
unless,other,1.0,"The word 'unless' is a conditional conjunction and does not have intrinsic meaning related to emotion, fairness, or cost."
try,other,1.0,The term 'try' does not carry a semantic weight that aligns it with any of the three specified categories.
seriously,other,1.0,"While 'seriously' can intensify a statement, it does not inherently invoke emotion, fairness, or cost-related semantics in this context."
totally,other,1.0,"Similar to 'seriously', 'totally' serves as an intensifier without clear links to the target categories."
together,other,1.0,"The word 'together' primarily describes a collective state and does not fall into the emotion, fairness, or cost semantic categories."
times,other,1.0,"The term 'times' is used in several contexts (e.g., frequency or multiplication) and does not specifically align with any of the provided semantic categories."
