AA_valence	AA_arousal	choice	AC_valence	AC_arousal	EmoFDBK_valence	EmoFDBK_arousal	Output
-25	35	1	15	5	40.0	-30.0	AA_valence = -25, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 5
-40	40	1	15	10	55.0	-30.0	AA_valence = -40, AA_arousal = 40, choice = 1, AC_valence = 15, AC_arousal = 10
-30	35	1	20	10	50.0	-25.0	AA_valence = -30, AA_arousal = 35, choice = 1, AC_valence = 20, AC_arousal = 10
-25	30	1	15	10	40.0	-20.0	AA_valence = -25, AA_arousal = 30, choice = 1, AC_valence = 15, AC_arousal = 10
-25	35	1	-5	10	20.0	-25.0	AA_valence = -25, AA_arousal = 35, choice = 1, AC_valence = -5, AC_arousal = 10
-15	25	0	5	5	20.0	-20.0	AA_valence = -15, AA_arousal = 25, choice = 0, AC_valence = 5, AC_arousal = 5
-30	50	1	-10	20	20.0	-30.0	AA_valence = -30, AA_arousal = 50, choice = 1, AC_valence = -10, AC_arousal = 20
40	15	0	45	5	5.0	-10.0	AA_valence = 40, AA_arousal = 15, choice = 0, AC_valence = 45, AC_arousal = 5
-30	40	1	5	20	35.0	-20.0	AA_valence = -30, AA_arousal = 40, choice = 1, AC_valence = 5, AC_arousal = 20
-35	40	1	15	25	50.0	-15.0	AA_valence = -35, AA_arousal = 40, choice = 1, AC_valence = 15, AC_arousal = 25
40	10	0	45	5	5.0	-5.0	AA_valence = 40, AA_arousal = 10, choice = 0, AC_valence = 45, AC_arousal = 5
-20	30	0	10	10	30.0	-20.0	AA_valence = -20, AA_arousal = 30, choice = 0, AC_valence = 10, AC_arousal = 10
-30	35	1	15	10	45.0	-25.0	AA_valence = -30, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 10
-25	35	1	15	10	40.0	-25.0	AA_valence = -25, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 10
40	15	0	50	10	10.0	-5.0	AA_valence = 40, AA_arousal = 15, choice = 0, AC_valence = 50, AC_arousal = 10
-35	40	1	10	15	45.0	-25.0	AA_valence = -35, AA_arousal = 40, choice = 1, AC_valence = 10, AC_arousal = 15
-20	35	0	10	5	30.0	-30.0	AA_valence = -20, AA_arousal = 35, choice = 0, AC_valence = 10, AC_arousal = 5
40	10	0	50	5	10.0	-5.0	AA_valence = 40, AA_arousal = 10, choice = 0, AC_valence = 50, AC_arousal = 5
-10	15	0	30	5	40.0	-10.0	AA_valence = -10, AA_arousal = 15, choice = 0, AC_valence = 30, AC_arousal = 5
40	15	0	45	10	5.0	-5.0	AA_valence = 40, AA_arousal = 15, choice = 0, AC_valence = 45, AC_arousal = 10
-30	40	1	10	15	40.0	-25.0	AA_valence = -30, AA_arousal = 40, choice = 1, AC_valence = 10, AC_arousal = 15
-25	35	1	5	10	30.0	-25.0	AA_valence = -25, AA_arousal = 35, choice = 1, AC_valence = 5, AC_arousal = 10
-25	40	1	10	10	35.0	-30.0	AA_valence = -25, AA_arousal = 40, choice = 1, AC_valence = 10, AC_arousal = 10
-25	30	1	5	10	30.0	-20.0	AA_valence = -25, AA_arousal = 30, choice = 1, AC_valence = 5, AC_arousal = 10
-20	35	1	10	20	30.0	-15.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 10, AC_arousal = 20
-20	30	1	-5	10	15.0	-20.0	AA_valence = -20, AA_arousal = 30, choice = 1, AC_valence = -5, AC_arousal = 10
-35	45	1	20	10	55.0	-35.0	AA_valence = -35, AA_arousal = 45, choice = 1, AC_valence = 20, AC_arousal = 10
-30	40	1	20	10	50.0	-30.0	AA_valence = -30, AA_arousal = 40, choice = 1, AC_valence = 20, AC_arousal = 10
-18	30	1	12	8	30.0	-22.0	AA_valence = -18, AA_arousal = 30, choice = 1, AC_valence = 12, AC_arousal = 8
-20	25	0	15	5	35.0	-20.0	AA_valence = -20, AA_arousal = 25, choice = 0, AC_valence = 15, AC_arousal = 5
-20	40	1	15	20	35.0	-20.0	AA_valence = -20, AA_arousal = 40, choice = 1, AC_valence = 15, AC_arousal = 20
